DATE,temp_c_mean,conductivity_mean,ph_mean,orp_mv_mean,turbidity_ntu_mean,chl_ugl_mean,phycocyanin_mean,odo_mgl_mean,temp_c_shallow,conductivity_shallow,ph_shallow,orp_mv_shallow,turbidity_ntu_shallow,chl_ugl_shallow,phycocyanin_shallow,odo_mgl_shallow
2026-06-26,15.0504375,260.32045454545454,8.109318181818182,295.0211931818182,0.9711363636363636,-0.002329545454545447,0.3955681818181818,7.691704545454545,17.777,277.78,8.31,284.71,0.48,-0.01999999999999999,0.24,7.7
2026-06-27,15.239755681818183,261.6192045454546,8.108920454545455,298.1472159090909,0.9552272727272727,0.0035227272727272815,0.3822159090909091,7.643863636363636,17.939,279.14,8.31,285.66,0.49,0.14,0.23,7.65
2026-06-28,15.313784090909092,262.013125,8.106875,300.6917613636364,0.9571022727272727,0.006193181818181828,0.3795454545454545,7.591931818181819,18.19,280.99,8.31,288.4,0.48,0.22,0.2,7.62
2026-06-29,15.48705681818182,263.0841477272727,8.124772727272727,301.98676136363633,0.957215909090909,-0.0012499999999999916,0.3668181818181818,7.572102272727273,18.245,281.72,8.33,289.17,0.37,-0.03999999999999998,0.22,7.59
2026-06-30,15.530875000000002,263.624375,8.117329545454545,323.31613636363636,0.9755681818181817,0.014318181818181829,0.36460227272727275,7.49625,18.237,281.89,8.34,313.66,0.36,0.0,0.24,7.59
2026-07-01,15.44328409090909,263.68448863636365,8.105909090909092,334.26448863636364,1.0013636363636365,0.018238636363636374,0.3704545454545455,7.434659090909091,18.247,282.27,8.34,320.6,0.22,0.11000000000000001,0.23,7.6
2026-07-02,15.360761363636364,263.85017045454543,8.13034090909091,331.30545454545455,1.023068181818182,0.008352272727272736,0.37426136363636364,7.462840909090909,17.572,277.78,8.32,317.96,0.52,0.21000000000000002,0.26,7.54
2026-07-03,15.35772159090909,264.2655113636364,8.139318181818181,332.96744318181817,1.0361931818181818,0.00937500000000001,0.3770454545454545,7.505625,17.823,279.98,8.33,320.85,0.26,0.0,0.25,7.59
2026-07-04,15.285357954545454,264.3313068181818,8.142272727272728,335.2205113636364,1.0776136363636364,0.009261363636363646,0.38312500000000005,7.52659090909091,17.543,278.93,8.31,323.82,0.3,0.34,0.29,7.67
2026-07-05,15.193073863636364,264.34079545454546,8.145738636363637,332.18852272727275,1.1143181818181818,0.01318181818181819,0.40125000000000005,7.562215909090909,17.388,277.91,8.3,324.7,0.32,0.03,0.28,7.61
2026-07-06,15.087011363636362,264.2096590909091,8.145625,334.07943181818183,1.149715909090909,0.007613636363636373,0.4293181818181818,7.577102272727273,17.455,278.87,8.31,329.44,0.36,0.09000000000000001,0.32,7.65
2026-07-07,15.002732954545456,264.3047159090909,8.155,336.3303977272727,1.1855681818181818,0.00840909090909092,0.4270454545454545,7.595113636363636,17.069,276.66,8.29,331.55,0.51,0.07,0.3,7.62
2026-07-08,14.898698863636362,264.180625,8.160056818181818,334.73051136363637,1.2058522727272727,0.004375000000000008,0.43107954545454547,7.605397727272727,16.924,275.67,8.29,331.1,0.73,0.18000000000000002,0.31,7.6
2026-07-09,14.897568181818182,264.4184090909091,8.156818181818181,337.8140909090909,1.2274242424242425,0.01712121212121213,0.4122727272727273,7.5838636363636365,17.122,277.21,8.29,330.58,0.57,0.17,0.29,7.59
2026-07-13,15.790581818181817,269.0152727272727,8.156181818181818,359.5309090909091,1.5332727272727273,0.21600000000000003,0.46927272727272723,7.501818181818182,18.734,288.46,8.31,344.12,0.98,0.07,0.31,7.58
2026-07-14,15.556731884057973,267.26195652173914,8.12985507246377,366.32101449275365,1.6314492753623187,0.45181159420289857,0.46355072463768116,7.447028985507247,19.513,293.72,8.32,343.65,0.83,0.41000000000000003,0.25,7.54
2026-07-15,16.267107142857142,271.7239285714286,8.150714285714285,376.0467857142857,1.4926785714285715,0.35035714285714287,0.31589285714285714,7.4417857142857144,19.37,292.77,8.3,358.53,0.77,0.39,0.12,7.5
2026-07-16,15.946208633093526,269.4184892086331,8.132014388489209,382.45748201438846,1.6218705035971224,0.5620143884892087,0.2831654676258993,7.3989928057553955,19.708,294.87,8.31,361.87,0.73,0.41000000000000003,0.06,7.44
2026-07-17,15.956078014184396,269.6054609929078,8.120567375886525,383.43744680851063,1.8058156028368795,0.9179432624113476,0.30879432624113473,7.355177304964538,19.748,294.55,8.29,355.18,0.81,0.81,0.11,7.38
2026-07-18,15.790460992907802,266.8756028368794,8.088014184397164,375.5171631205674,2.121843971631206,0.7603546099290781,0.2794326241134752,7.26304964539007,19.994,296.15,8.26,346.46,0.6,0.8999999999999999,0.07,7.35
2026-07-19,15.701229050279329,265.06966480446926,8.072122905027934,376.6558100558659,2.3514525139664806,1.2373743016759777,0.2853631284916201,7.291508379888269,19.887,294.64,8.22,360.93,0.65,1.66,0.15,7.35
2026-07-20,16.23411881188119,267.22287128712867,7.993564356435644,220.33277227722772,1.7795049504950493,1.2698019801980198,0.36207920792079207,7.488811881188119,19.604,291.96,8.2,210.88,0.9,1.53,0.51,7.57
2026-07-21,16.26765693430657,266.41496350364963,8.002992700729928,178.775401459854,1.6834306569343065,1.1235766423357665,0.3098540145985402,7.547664233576642,19.411,285.57,8.2,178.71,1.04,1.3399999999999999,0.34,7.67
2026-07-22,16.50279207920792,267.12752475247527,7.9892079207920785,181.13287128712872,1.6314851485148516,1.1228712871287128,0.30336633663366336,7.522970297029704,19.8,288.57,8.16,181.35,0.9,1.2,0.29,7.6
2026-07-23,16.276257142857144,264.35335714285713,7.949071428571428,182.40835714285714,2.420642857142857,1.0370714285714286,0.2612857142857143,7.475642857142857,20.051,289.21,8.16,179.85,0.87,1.55,0.42,7.53
2026-07-24,16.292857142857144,263.0443571428571,7.9425,183.2892142857143,2.7967857142857144,0.9664285714285715,0.23757142857142854,7.469428571428572,19.775,285.47,8.16,179.9,0.86,1.08,0.26,7.54
2026-07-25,16.30808888888889,262.2097777777778,7.932277777777777,181.88772222222224,2.392111111111111,1.1205,0.31866666666666665,7.464555555555555,20.043,286.22,8.2,178.34,0.87,1.48,0.39,7.54
2026-07-26,16.51307,262.4362,7.954199999999999,182.9082,2.1763,1.0088,0.2303,7.4955,20.14,287.39,8.18,179.56,0.87,1.8,0.48,7.55
2026-07-27,16.67157,263.1211,7.9517,183.5275,1.9857,1.035,0.23620000000000002,7.511699999999999,20.244,287.87,8.16,178.83,0.82,1.63,0.33,7.53
2026-07-28,16.64644897959184,262.35540816326534,7.968673469387754,181.27367346938775,1.916326530612245,1.0229591836734695,0.23520408163265308,7.51030612244898,20.347,287.88,8.18,178.7,0.81,1.5899999999999999,0.27,7.56
2026-07-29,16.34731818181818,259.9588636363636,7.932954545454545,183.53622727272727,2.4777727272727272,1.0402272727272728,0.2746818181818182,7.493454545454545,19.659,283.05,8.14,179.5,0.84,1.16,0.2,7.51
2026-07-30,16.37394964028777,259.70050359712235,7.927985611510792,182.23525179856117,2.840575539568345,1.0110071942446044,0.24568345323741006,7.456690647482015,19.54,281.61,8.19,178.65,0.85,1.24,0.14,7.58
2026-07-31,16.37462777777778,259.1862777777778,7.930666666666666,182.65488888888888,2.783777777777778,0.9828333333333333,0.21833333333333332,7.440833333333333,19.229,279.47,8.2,178.99,0.86,1.3499999999999999,0.21,7.65
2026-08-01,16.619724489795917,260.3626530612245,7.934897959183673,181.30397959183674,2.51234693877551,1.0056122448979592,0.2016326530612245,7.451632653061225,19.307,278.5,8.19,178.23,0.88,1.3399999999999999,0.12,7.7
2026-08-02,16.58424460431655,260.01510791366906,7.9336690647482015,180.1286330935252,2.4307913669064747,0.9954676258992806,0.21453237410071943,7.444604316546762,19.471,279.6,8.21,175.21,0.9,1.49,0.13,7.7
2026-08-03,16.8414,261.9845,7.9349,179.22169999999997,2.1549,1.0490000000000002,0.2145,7.444299999999999,19.087,277.22,8.23,169.21,0.95,1.26,0.11,7.61
2026-08-04,16.410061111111112,259.45272222222223,7.924888888888889,180.13611111111112,2.2327222222222223,0.9325,0.18394444444444444,7.405277777777778,18.558,273.03,8.16,177.95,1.02,1.03,0.1,7.7
2026-08-05,16.2778,259.16749999999996,7.928785714285714,177.85071428571428,2.1717142857142857,0.9472857142857143,0.16835714285714287,7.383285714285715,18.297,271.67,8.17,175.56,1.04,1.1,0.1,7.72
2026-08-06,16.21617142857143,259.4424285714286,7.9290714285714285,176.4565,2.011214285714286,0.9751428571428572,0.17557142857142857,7.389857142857142,18.329,272.72,8.14,174.92,0.96,0.8899999999999999,0.09,7.71
2026-08-07,16.0352,258.8793333333333,7.958277777777778,179.94549999999998,1.9402222222222223,1.0246111111111111,0.18961111111111112,7.469166666666667,18.196,272.23,8.18,177.15,0.99,1.18,0.14,7.73
2026-08-08,15.788284916201118,257.815251396648,8.015642458100558,178.13474860335194,1.853631284916201,1.082290502793296,0.18569832402234637,7.661731843575419,17.662,269.39,8.2,174.75,1.05,1.55,0.12,7.76
2026-08-09,15.305749999999998,255.01128571428572,8.051214285714286,179.40321428571428,1.8335714285714284,1.2685714285714285,0.24535714285714286,7.903642857142857,17.414,268.06,8.16,177.33,1.01,1.3399999999999999,0.18,7.77
2026-08-10,14.944772222222223,252.81483333333333,8.0475,180.4753888888889,1.8072777777777778,1.2255,0.2488888888888889,7.938055555555555,17.038,265.87,8.13,177.31,1.07,1.18,0.14,7.74
2026-08-11,14.874622222222222,252.3192222222222,8.0285,180.5452222222222,1.7393888888888887,1.2121666666666666,0.2642777777777778,7.928111111111111,17.049,265.98,8.1,177.69,1.12,1.38,0.14,7.71
2026-08-12,14.92473888888889,252.6111666666667,8.032333333333334,180.3728888888889,1.6785555555555556,1.136111111111111,0.26122222222222224,7.8918888888888885,17.287,267.8,8.11,178.65,1.07,1.12,0.19,7.75
2026-08-13,15.05043888888889,253.23255555555556,8.020833333333334,179.096,1.658,1.1011666666666666,0.25322222222222224,7.827444444444445,17.441,268.18,8.14,174.77,1.06,1.06,0.17,7.75
2026-08-14,15.150977777777777,252.80622222222223,7.989777777777778,181.12033333333332,2.075277777777778,1.1080555555555556,0.28005555555555556,7.7445,17.785,269.02,8.13,177.48,1.05,1.4,0.31,7.74
2026-08-15,15.400907801418438,253.08475177304962,7.968510638297872,180.00106382978726,4.132340425531915,1.1801418439716314,0.2956028368794326,7.641418439716312,18.2,270.24,8.11,176.72,1.11,1.44,0.35,7.72
2026-08-16,15.395433333333333,251.97494444444445,7.941777777777777,180.797,5.769666666666667,1.2299444444444443,0.3306111111111111,7.578944444444445,18.506,271.02,8.1,177.59,1.2,1.23,0.19,7.72
2026-08-17,15.560100000000002,252.9862222222222,7.9094444444444445,180.7368888888889,5.190111111111111,1.379888888888889,0.42688888888888893,7.525,18.53,270.47,8.1,176.07,1.57,1.54,0.27,7.71
2026-08-18,15.487414814814814,256.508962962963,7.88,355.24503703703704,3.5066666666666664,0.01311111111111112,0.5974814814814815,7.357777777777778,18.652,274.87,8.11,344.32,1.36,0.06,0.38,7.59
2026-08-19,15.745525773195876,258.14845360824745,7.926494845360825,359.9034020618556,2.8336082474226805,0.018865979381443305,0.5943298969072165,7.403711340206185,18.602,274.39,8.13,347.72,1.35,0.19,0.41,7.63
